NACIONALIDAD,DOCUMENTACION,FECHA TRAMITE,GENERO,ESTADO CIVIL,PAIS NACIMIENTO,DESTINO,MODALIDAD,VISA CATEGORIA,CLASE
VENEZOLANA,TRAMITADA,08/28/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/16/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/03/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/29/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,NE_1,NEGOCIOS
VENEZOLANA,TRAMITADA,08/28/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/20/2015 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,04/24/2015 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,05/19/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/16/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/12/14 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,07/24/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/24/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/30/2015 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,03/26/2018 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,M_TRABAJADOR,MIGRACI�N
VENEZOLANA,TRAMITADA,4/04/16 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,4/11/14 0:00,MASCULINO,SOLTERO,COLOMBIA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,8/12/13 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,04/29/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,08/16/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2015 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/29/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/10/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,3/01/18 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,V_EVENTO,VISITANTE
VENEZOLANA,TRAMITADA,07/30/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,MEDELLIN,VISA,TP_1,TEMPORAL
VENEZOLANA,TRAMITADA,07/29/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/16/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,04/14/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,04/24/2015 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,4/11/16 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2016 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/29/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/15/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,3/10/14 0:00,MASCULINO,SOLTERO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,UNION_LIBRE,VENEZUELA,ARAUCA,VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,09/17/2014 12:00:00 AM,MASCULINO,UNION_LIBRE,VENEZUELA,BOGOTA,VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,08/30/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,05/20/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/09/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/04/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,8/05/13 0:00,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/26/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/31/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/18/2014 12:00:00 AM,FEMENINO,UNION_LIBRE,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,06/17/2016 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,8/01/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,05/28/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,9/06/13 0:00,FEMENINO,UNION_LIBRE,VENEZUELA,CUCUTA,VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,8/02/13 0:00,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,06/20/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,09/30/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,NE_1,NEGOCIOS
VENEZOLANA,TRAMITADA,8/02/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/02/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,07/21/2014 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,07/17/2015 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,8/02/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/12/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,3/06/14 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,05/14/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,02/14/2018 12:00:00 AM,FEMENINO,SOLTERO,ESTADOS UNIDOS,(NO REGISTRA),VISA,R_VISAS_ANTERIORES,RESIDENTE
VENEZOLANA,TRAMITADA,08/14/2013 12:00:00 AM,FEMENINO,SOLTERO,ESTADOS UNIDOS,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/25/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/11/14 0:00,MASCULINO,CASADO,VENEZUELA,MEDELLIN,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/27/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/28/2014 12:00:00 AM,MASCULINO,CASADO,ESPA�A,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,08/27/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,12/13/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/14/2015 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/22/2017 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,08/29/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/03/13 0:00,MASCULINO,SOLTERO,VENEZUELA,PAMPLONA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,3/11/14 0:00,MASCULINO,SOLTERO,VENEZUELA,LOS PATIOS,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/30/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,CARTAGENA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/16/2014 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/27/2013 12:00:00 AM,MASCULINO,DIVORCIADO,VENEZUELA,(NO REGISTRA),TRASPASO,(NO REGISTRA),TRASPASO_VISA
VENEZOLANA,TRAMITADA,08/30/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,CARTAGENA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/16/2014 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/10/13 0:00,FEMENINO,SOLTERO,VENEZUELA,CUCUTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/28/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/05/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,9/10/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/10/13 0:00,FEMENINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/25/2014 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/02/13 0:00,FEMENINO,(NO REGISTRA),VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/30/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/29/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,GUAMAL,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/29/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,06/27/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,VILLAVICENCIO,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/15/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,TAME,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/08/14 0:00,MASCULINO,CASADO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,03/13/2015 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,ARAUCA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/01/13 0:00,MASCULINO,SOLTERO,VENEZUELA,BARRANQUILLA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/29/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/03/18 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),TRASPASO,(NO REGISTRA),TRASPASO_VISA
VENEZOLANA,TRAMITADA,9/05/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,9/03/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/26/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,CARTAGENA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/15/2014 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2016 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,9/11/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/18/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BUCARAMANGA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,9/05/13 0:00,MASCULINO,CASADO,VENEZUELA,PUERTO BOLIVAR,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/02/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,9/03/13 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/20/2015 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,11/09/17 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,11/18/2016 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,9/04/13 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/14/2014 12:00:00 AM,MASCULINO,SOLTERO,COLOMBIA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,3/06/15 0:00,MASCULINO,SOLTERO,COLOMBIA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,3/05/14 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,9/03/13 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/04/13 0:00,MASCULINO,CASADO,ITALIA,CUCUTA,VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,9/02/14 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,09/23/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_7,TEMPORAL
VENEZOLANA,TRAMITADA,9/09/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/04/13 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,12/05/14 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/04/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,09/16/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,10/04/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/13/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/14/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,9/09/16 0:00,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,MASCULINO,UNION_LIBRE,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/26/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/25/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,06/17/2015 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/30/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,MEDELLIN,VISA,TP_1,TEMPORAL
VENEZOLANA,TRAMITADA,11/22/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,04/14/2014 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,08/15/2013 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,09/22/2016 12:00:00 AM,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_10,TEMPORAL
VENEZOLANA,TRAMITADA,07/29/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,07/25/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/21/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/21/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/30/2013 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,12/11/13 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,01/27/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BARRANQUILLA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/13/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BARRANQUILLA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,07/29/2014 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BARRANQUILLA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,8/02/13 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,6/01/15 0:00,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/01/13 0:00,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,08/30/2013 12:00:00 AM,FEMENINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_3,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,FEMENINO,DIVORCIADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,03/27/2014 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,SOLTERO,VENEZUELA,MEDELLIN,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,SOLTERO,VENEZUELA,MEDELLIN,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,12/11/13 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,5/08/14 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,DIVORCIADO,VENEZUELA,MEDELLIN,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/21/2013 12:00:00 AM,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,5/08/14 0:00,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,08/29/2014 12:00:00 AM,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,12/05/14 0:00,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,5/07/15 0:00,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,11/18/2015 12:00:00 AM,MASCULINO,DIVORCIADO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,07/31/2013 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/26/2014 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,9/11/15 0:00,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_4,TEMPORAL
VENEZOLANA,TRAMITADA,09/15/2017 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_12,TEMPORAL
VENEZOLANA,TRAMITADA,09/29/2016 12:00:00 AM,MASCULINO,SOLTERO,VENEZUELA,BOGOTA,VISA,TP_12,TEMPORAL
VENEZOLANA,TRAMITADA,10/10/13 0:00,FEMENINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,8/01/13 0:00,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,(NO REGISTRA),RESIDENTE
VENEZOLANA,TRAMITADA,09/29/2014 12:00:00 AM,MASCULINO,CASADO,VENEZUELA,(NO REGISTRA),VISA,TP_4,TEMPORAL
